ABE,ATL,105.78186596583444
ABE,DTW,81.45304777594728
ABE,ORD,105.75091575091577
ABI,DFW,34.15587151132175
ABQ,ATL,153.22869955156952
ABQ,BWI,199.3550561797753
ABQ,CLT,173.92631578947368
ABQ,DAL,80.88163884673749
ABQ,DEN,56.193548387096776
ABQ,DFW,79.11936339522546
ABQ,HOU,100.15701415701416
ABQ,IAH,102.3328804347826
ABQ,JFK,216.25438596491227
ABQ,LAS,72.37677053824362
ABQ,LAX,96.95226130653266
ABQ,MCI,92.6
ABQ,MCO,196.1752577319588
ABQ,MDW,138.88454376163872
ABQ,MSP,126.01785714285714
ABQ,OAK,123.22788605697151
ABQ,ORD,138.97877358490567
ABQ,PDX,149.12154696132598
ABQ,PHX,55.65475638051044
ABQ,SAN,90.60776699029128
ABQ,SEA,163.11363636363637
ABQ,SFO,131.5611510791367
ABQ,SLC,74.23809523809524
ABR,MSP,45.11071428571429
ABY,ATL,34.5408719346049
ACK,BOS,24.06086956521739
ACK,DCA,71.76923076923077
ACK,JFK,41.0785498489426
ACT,DFW,27.07614607614608
ACV,SFO,52.217514124293785
ACY,ATL,102.0632183908046
ACY,BOS,49.82222222222222
ACY,DTW,84.08275862068966
ACY,FLL,135.47280966767372
ACY,MCO,120.21176470588236
ACY,MYR,68.81227436823104
ACY,ORD,112.3191489361702
ACY,PBI,133.07766990291262
ACY,RSW,142.33509234828497
ACY,TPA,129.4115523465704
ADK,ANC,152.07692307692307
ADQ,ANC,41.14358974358974
AEX,ATL,76.42033235581623
AEX,DFW,52.59142496847415
AEX,IAH,37.58800521512386
AGS,ATL,33.05209914011128
AGS,LGA,91.0
AKN,ANC,45.3015873015873
ALB,ATL,128.1528662420382
ALB,BWI,55.75160142348754
ALB,CLT,104.831541218638
ALB,DEN,227.55555555555557
ALB,DTW,79.55155875299761
ALB,EWR,36.494505494505496
ALB,FLL,168.37593984962405
ALB,IAD,69.66666666666667
ALB,LAS,299.87214611872145
ALB,MCO,153.42909090909092
ALB,MDW,111.7908256880734
ALB,MSP,141.10191082802547
ALB,ORD,112.1810466760962
ALB,RSW,178.6
ALB,TPA,161.21406727828747
ALO,ORD,42.49387755102041
AMA,DAL,52.15415019762846
AMA,DEN,59.231192660550455
AMA,DFW,49.90171755725191
AMA,IAH,78.61133069828722
AMA,LAS,107.27402135231316
ANC,ADK,168.20253164556962
ANC,ADQ,43.31025641025641
ANC,AKN,46.20634920634921
ANC,ATL,384.6831683168317
ANC,BET,60.21409574468085
ANC,BRW,99.9025974025974
ANC,CDV,31.348920863309356
ANC,DEN,278.99705014749264
ANC,DFW,347.02564102564105
ANC,DLG,51.74025974025974
ANC,EWR,383.7142857142857
ANC,FAI,40.60714285714285
ANC,HNL,342.2262443438914
ANC,IAH,372.38271604938274
ANC,JNU,81.03393665158372
ANC,KOA,346.5
ANC,LAS,278.625
ANC,LAX,285.5030303030303
ANC,LGB,286.4237288135593
ANC,MSP,286.82751937984494
ANC,OGG,347.0232558139535
ANC,OME,77.85806451612903
ANC,ORD,332.4275229357798
ANC,OTZ,78.22332015810277
ANC,PDX,191.4040404040404
ANC,PHX,303.19745222929936
ANC,SCC,85.96739130434783
ANC,SEA,178.22296443401336
ANC,SFO,248.71612903225807
ANC,SLC,245.39795918367344
APN,DTW,43.03470715835141
ASE,ATL,157.62962962962962
ASE,DEN,30.3044420368364
ASE,DFW,95.6283185840708
ASE,IAH,122.5078369905956
ASE,LAX,104.11829652996846
ASE,MSP,106.25
ASE,ORD,130.88709677419354
ASE,SFO,117.80625
ATL,ABE,97.4609375
ATL,ABQ,170.2574850299401
ATL,ABY,29.093023255813957
ATL,ACY,90.51149425287356
ATL,AEX,78.3603515625
ATL,AGS,29.18126582278481
ATL,ALB,109.21273885350318
ATL,ANC,426.3529411764706
ATL,ASE,197.64634146341464
ATL,ATW,105.41011235955057
ATL,AUS,116.49295238095236
ATL,AVL,33.43849585723391
ATL,AVP,94.04029304029304
ATL,AZO,86.6842105263158
ATL,BDL,109.90775468829194
ATL,BHM,28.62320969518913
ATL,BMI,78.15261044176707
ATL,BNA,38.736666666666665
ATL,BOS,121.55549779048609
ATL,BQK,41.7603305785124
ATL,BTR,69.8068669527897
ATL,BTV,119.73333333333332
ATL,BUF,94.167921686747
ATL,BWI,81.37991718426501
ATL,BZN,220.26027397260276
ATL,CAE,33.96606434552666
ATL,CAK,73.10057471264368
ATL,CHA,23.84503950834065
ATL,CHO,67.44473007712082
ATL,CHS,42.526217924879134
ATL,CID,101.512987012987
ATL,CLE,77.68715789473684
ATL,CLT,41.73974911065344
ATL,CMH,66.26435100548446
ATL,COS,160.1328125
ATL,CRW,57.51685393258427
ATL,CSG,20.47973713033954
ATL,CVG,58.45495271279243
ATL,DAB,54.37952755905512
ATL,DAL,106.4763729246488
ATL,DAY,63.98908098271156
ATL,DCA,78.27415436367035
ATL,DEN,167.57436021245775
ATL,DFW,111.12548687552922
ATL,DHN,33.17175572519084
ATL,DSM,105.555
ATL,DTW,87.44166460242755
ATL,ECP,41.19367816091954
ATL,EGE,188.8505747126437
ATL,ELM,91.33333333333331
ATL,ELP,169.8778359511344
ATL,EVV,57.064516129032256
ATL,EWN,62.190677966101696
ATL,EWR,102.02991050400377
ATL,EYW,87.36286919831224
ATL,FAR,154.0
ATL,FAY,51.43801039346696
ATL,FCA,242.04
ATL,FLL,84.92017951594806
ATL,FNT,89.58281444582815
ATL,FSD,132.47142857142856
ATL,FSM,88.62411347517731
ATL,FWA,76.19239631336406
ATL,GNV,48.21513944223108
ATL,GPT,56.21890547263681
ATL,GRB,107.59002770083104
